Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,3Ssn Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,has_pool,bath_count,deck_porch_sf,qual_cond
1499,60,RL,313.0,63887,0,IR3,Bnk,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5.0,3.0,4,GLQ,5644.0,Unf,0.0,466.0,6110.0,5,1,SBrkr,4692,950,0,5642,3,1,5,12,Typ,3,4.0,Attchd,2008.0,Fin,2.0,1418.0,3.0,3.0,Y,0,0,1,2008,New,160000,0,5.0,506,50
2298,85,RL,54.0,7244,0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4.0,3.0,Av,ALQ,619.0,Unf,0.0,149.0,768.0,5,1,SBrkr,768,0,0,768,2,1,3,5,Typ,0,0.0,Detchd,1987.0,Unf,2.0,624.0,3.0,3.0,Y,0,0,4,2007,WD ,129500,1,2.0,104,35
2580,20,RL,72.0,10152,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,5,1,SBrkr,1124,0,0,1124,3,1,3,6,Typ,1,3.0,Attchd,1956.0,Fin,1.0,353.0,3.0,3.0,Y,0,0,5,2006,WD ,153000,1,2.0,533,36
568,160,FV,30.0,3000,1,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3.0,Av,GLQ,294.0,Unf,0.0,318.0,612.0,5,1,SBrkr,612,612,0,1224,2,1,4,4,Typ,0,0.0,Detchd,2009.0,RFn,2.0,528.0,3.0,3.0,Y,0,0,6,2009,New,173733,1,3.0,234,30
1807,20,RL,63.0,7500,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1100.0,1100.0,5,1,SBrkr,1100,0,0,1100,3,1,3,6,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,Y,0,0,6,2007,New,146000,1,2.0,136,30
129,50,RL,120.0,17360,0,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1949,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,3,4,CBlock,3.0,3.0,No,Rec,300.0,Unf,0.0,482.0,782.0,3,1,SBrkr,1019,537,0,1556,3,1,3,6,Typ,1,4.0,Attchd,1949.0,Unf,2.0,470.0,3.0,3.0,Y,0,0,1,2010,WD ,172500,1,2.0,150,36
2294,80,RL,,15957,0,IR1,Low,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,4,GLQ,1148.0,Unf,0.0,96.0,1244.0,3,1,SBrkr,1356,0,0,1356,3,1,3,6,Typ,1,3.0,Attchd,1977.0,Fin,2.0,528.0,3.0,3.0,Y,0,MnPrv,9,2007,WD ,188000,1,4.0,1424,36
1860,20,RL,80.0,9600,0,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,4,ALQ,978.0,Unf,0.0,284.0,1262.0,5,1,SBrkr,1262,0,0,1262,3,1,3,6,Typ,1,3.0,Attchd,1976.0,RFn,2.0,460.0,3.0,3.0,Y,0,0,5,2007,WD ,181500,1,3.0,298,48
839,60,RL,43.0,10667,0,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,5,1,SBrkr,827,834,0,1661,3,1,4,6,Typ,1,3.0,Attchd,1996.0,RFn,2.0,550.0,3.0,3.0,Y,0,0,4,2009,ConLw,212000,1,4.0,219,42
2349,60,RL,81.0,10530,0,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,3,3,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,945.0,945.0,3,1,SBrkr,945,912,0,1857,4,1,3,8,Typ,1,3.0,Attchd,1978.0,RFn,2.0,482.0,3.0,3.0,Y,0,GdPrv,7,2006,WD ,188900,1,3.0,505,35
1903,20,RL,50.0,5000,0,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1946,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,2.0,2.0,No,LwQ,299.0,Unf,0.0,367.0,666.0,2,0,SBrkr,666,0,0,666,2,1,4,4,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N,0,MnPrv,4,2007,WD ,64500,1,2.0,52,9
234,60,RL,,17082,0,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4.0,3.0,Av,ALQ,964.0,Unf,0.0,153.0,1117.0,5,1,SBrkr,1117,864,0,1981,4,1,4,8,Typ,1,3.0,Attchd,1978.0,Fin,2.0,522.0,3.0,3.0,Y,0,0,5,2010,WD ,230000,1,4.0,440,30
2172,50,RL,74.0,16287,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1925,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,ALQ,130.0,BLQ,105.0,666.0,901.0,3,1,SBrkr,901,450,0,1351,3,1,3,7,Typ,1,4.0,Detchd,1975.0,Unf,2.0,576.0,3.0,3.0,N,0,0,7,2007,WD ,122000,1,2.0,143,30
2588,20,RL,65.0,11050,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,LwQ,488.0,Unf,0.0,517.0,1005.0,5,1,SBrkr,1005,0,0,1005,2,1,3,6,Typ,1,3.0,Attchd,1956.0,Unf,1.0,319.0,3.0,3.0,Y,0,0,7,2006,WD ,133500,1,1.0,288,25
1289,50,RM,60.0,10440,1,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1920,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,BrkTil,4.0,3.0,No,LwQ,493.0,Unf,0.0,1017.0,1510.0,5,1,SBrkr,1584,1208,0,2792,5,1,3,8,Mod,2,3.0,Detchd,1920.0,Unf,2.0,520.0,2.0,3.0,Y,0,MnPrv,6,2008,WD ,256000,1,2.0,1027,42
1596,160,RM,41.0,2665,0,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,No,ALQ,318.0,Unf,0.0,232.0,550.0,3,1,SBrkr,925,550,0,1475,4,1,3,6,Typ,1,3.0,Attchd,1976.0,Unf,1.0,336.0,3.0,3.0,Y,0,0,5,2008,WD ,129500,1,2.0,118,35
264,20,RL,80.0,10389,0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4.0,3.0,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,5,1,SBrkr,1978,0,0,1978,3,1,4,8,Typ,1,4.0,Attchd,2003.0,RFn,3.0,850.0,3.0,3.0,Y,0,0,5,2010,WD ,318000,1,4.0,213,40
451,20,RL,70.0,9658,0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1598.0,1598.0,4,1,SBrkr,1606,0,0,1606,3,1,4,6,Typ,1,4.0,Attchd,2006.0,RFn,3.0,871.0,3.0,3.0,Y,0,0,7,2009,WD ,255900,1,2.0,290,40
536,20,RL,63.0,7500,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1158.0,1158.0,5,1,SBrkr,1158,0,0,1158,3,1,4,5,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,Y,0,0,8,2009,WD ,143500,1,2.0,50,30
43,20,RL,79.0,14122,0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5.0,3.0,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,5,1,SBrkr,1822,0,0,1822,3,1,5,8,Typ,1,4.0,Attchd,2005.0,RFn,3.0,678.0,3.0,3.0,Y,0,0,2,2010,WD ,259000,1,2.0,119,40
2223,20,RL,,21000,0,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4.0,3.0,Mn,ALQ,35.0,Rec,869.0,905.0,1809.0,3,1,SBrkr,2259,0,0,2259,3,1,4,7,Typ,2,4.0,Basment,1953.0,Unf,2.0,450.0,3.0,3.0,Y,0,MnPrv,10,2007,COD,217000,1,3.0,478,30
2009,50,RL,70.0,8737,0,IR1,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1923,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,No,Rec,300.0,Unf,0.0,765.0,1065.0,5,1,FuseA,915,720,0,1635,3,1,3,6,Typ,1,4.0,Detchd,1950.0,Unf,2.0,440.0,3.0,3.0,Y,144,0,5,2007,WD ,210000,1,2.0,38,42
394,20,RL,,8750,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3.0,No,BLQ,828.0,Unf,0.0,174.0,1002.0,3,1,SBrkr,1002,0,0,1002,3,1,3,5,Typ,0,0.0,Detchd,1973.0,Unf,2.0,902.0,3.0,3.0,Y,0,MnPrv,8,2009,WD ,148500,1,2.0,0,30
1738,60,RL,73.0,8499,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,616.0,616.0,5,1,SBrkr,616,796,0,1412,3,1,4,6,Typ,1,4.0,BuiltIn,2007.0,Fin,2.0,432.0,3.0,3.0,Y,0,0,3,2007,New,156932,1,3.0,36,30
1196,90,RL,72.0,11072,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,1728.0,1728.0,3,1,SBrkr,1728,0,0,1728,6,2,3,10,Typ,0,0.0,Detchd,1987.0,Unf,2.0,576.0,3.0,3.0,Y,0,0,11,2008,WD ,145000,1,2.0,0,25
828,20,RL,64.0,6762,0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,GLQ,902.0,Unf,0.0,380.0,1282.0,5,1,SBrkr,1290,0,0,1290,2,1,4,6,Typ,1,4.0,Attchd,2007.0,RFn,2.0,662.0,3.0,3.0,Y,0,0,5,2009,WD ,200000,1,3.0,168,35
1694,20,RL,105.0,15431,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,5,3,PConc,5.0,3.0,4,GLQ,1430.0,Unf,0.0,564.0,1994.0,5,1,SBrkr,2046,0,0,2046,2,1,5,7,Typ,2,4.0,Attchd,2005.0,Fin,3.0,878.0,3.0,3.0,Y,0,0,8,2007,WD ,450000,1,4.0,428,50
571,160,FV,34.0,3230,1,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4.0,3.0,No,GLQ,381.0,Unf,0.0,348.0,729.0,4,1,SBrkr,742,729,0,1471,3,1,3,6,Typ,0,0.0,Detchd,1999.0,Unf,2.0,440.0,3.0,3.0,Y,0,0,3,2009,WD ,172500,1,3.0,24,30
1192,60,RL,90.0,10800,0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,ALQ,956.0,Rec,182.0,384.0,1522.0,3,1,SBrkr,1548,1066,0,2614,4,1,3,9,Typ,1,3.0,Attchd,1974.0,RFn,2.0,624.0,3.0,3.0,Y,0,0,6,2008,WD ,240000,1,3.0,281,42
1806,60,FV,102.0,11143,0,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1580.0,1580.0,5,1,SBrkr,1580,886,0,2466,4,1,4,8,Typ,1,4.0,Attchd,2004.0,RFn,2.0,610.0,3.0,3.0,Y,0,0,12,2007,WD ,340000,1,3.0,373,40
962,20,RL,73.0,8925,0,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,GLQ,16.0,Unf,0.0,1450.0,1466.0,5,1,SBrkr,1466,0,0,1466,3,1,4,7,Typ,0,0.0,Attchd,2007.0,Fin,3.0,610.0,3.0,3.0,Y,0,0,7,2009,WD ,201000,1,2.0,118,40
2142,20,RL,120.0,10356,0,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,Av,BLQ,716.0,Unf,0.0,253.0,969.0,3,1,SBrkr,969,0,0,969,3,1,3,5,Typ,0,0.0,Attchd,1975.0,Unf,2.0,440.0,3.0,3.0,Y,0,MnPrv,1,2007,WD ,122000,1,2.0,0,30
1648,20,RL,93.0,12299,0,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,3,3,CBlock,4.0,3.0,No,GLQ,1328.0,Unf,0.0,201.0,1529.0,3,1,SBrkr,1664,0,0,1664,3,1,4,7,Typ,1,3.0,Attchd,1978.0,Fin,2.0,663.0,3.0,3.0,Y,0,0,9,2007,WD ,213000,1,3.0,0,42
618,20,RL,90.0,9900,0,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,4,3,CBlock,3.0,3.0,No,Rec,1173.0,Unf,0.0,507.0,1680.0,3,1,SBrkr,1691,0,0,1691,2,1,3,5,Typ,0,0.0,Attchd,1967.0,Unf,2.0,550.0,4.0,3.0,Y,0,MnPrv,4,2009,WD ,175000,1,2.0,327,30
2108,20,RL,64.0,6762,0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4.0,3.0,No,GLQ,664.0,Unf,0.0,544.0,1208.0,5,1,SBrkr,1208,0,0,1208,2,1,4,6,Typ,0,0.0,Attchd,2007.0,RFn,2.0,628.0,3.0,3.0,Y,0,0,9,2007,New,195400,1,3.0,159,35
772,20,RL,75.0,11625,0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,3,3,CBlock,3.0,3.0,No,BLQ,527.0,Unf,0.0,525.0,1052.0,3,1,SBrkr,1052,0,0,1052,3,1,3,6,Typ,1,1.0,Attchd,1984.0,Fin,1.0,668.0,3.0,3.0,Y,0,0,4,2009,WD ,113500,1,2.0,215,30
2672,50,RL,65.0,6435,0,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,972.0,972.0,4,1,SBrkr,972,605,0,1577,3,1,2,6,Typ,1,4.0,Detchd,1939.0,Unf,1.0,312.0,3.0,3.0,Y,0,0,10,2006,WD ,140200,1,1.0,0,30
2492,20,RL,65.0,8450,0,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,3,3,CBlock,3.0,3.0,No,BLQ,162.0,Rec,270.0,450.0,882.0,3,1,SBrkr,909,0,0,909,3,1,3,5,Typ,0,0.0,Attchd,1968.0,Unf,1.0,294.0,3.0,3.0,Y,0,MnPrv,11,2006,COD,116000,1,1.0,155,30
2903,20,RL,88.0,11577,0,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,5,3,PConc,4.0,3.0,4,GLQ,1455.0,Unf,0.0,383.0,1838.0,5,1,SBrkr,1838,0,0,1838,3,1,5,9,Typ,1,4.0,Attchd,2005.0,Fin,3.0,682.0,3.0,3.0,Y,0,0,9,2006,New,359900,1,3.0,386,45
2783,60,RL,50.0,8340,0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4.0,3.0,Av,GLQ,509.0,Unf,0.0,166.0,675.0,3,1,SBrkr,686,702,0,1388,3,1,3,6,Typ,0,0.0,Attchd,1977.0,Unf,1.0,317.0,3.0,3.0,Y,0,0,12,2006,WD ,157500,1,2.0,442,36
786,20,RL,,10708,0,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,3.0,No,LwQ,379.0,BLQ,768.0,470.0,1617.0,5,1,FuseA,1867,0,0,1867,2,1,3,7,Typ,3,4.0,Attchd,1955.0,Fin,1.0,303.0,3.0,3.0,Y,0,GdWo,11,2009,COD,190000,1,2.0,618,25
740,30,RM,60.0,6911,0,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1924,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,3,1,SBrkr,1301,0,0,1301,2,1,2,5,Min1,0,0.0,Detchd,1965.0,Unf,2.0,440.0,3.0,3.0,Y,0,0,10,2009,WD ,100000,1,1.0,0,25
2546,20,RL,80.0,8800,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3.0,3.0,No,BLQ,553.0,Unf,0.0,698.0,1251.0,3,1,SBrkr,1251,0,0,1251,3,1,3,6,Typ,2,4.0,Attchd,1964.0,RFn,1.0,461.0,3.0,3.0,Y,0,MnPrv,3,2006,WD ,160000,1,2.0,116,36
851,20,RL,65.0,10739,0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4.0,3.0,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,5,1,SBrkr,1444,0,0,1444,3,1,4,6,Typ,0,0.0,Attchd,2002.0,RFn,2.0,577.0,3.0,3.0,Y,0,0,4,2009,WD ,203000,1,3.0,184,35
1833,60,RL,,9572,0,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5.0,3.0,No,GLQ,482.0,Unf,0.0,971.0,1453.0,5,1,SBrkr,1453,1357,0,2810,4,1,4,9,Typ,1,5.0,Attchd,1990.0,RFn,2.0,750.0,4.0,4.0,Y,0,0,6,2007,WD ,302000,1,3.0,500,40
76,120,RL,50.0,8012,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,No,BLQ,543.0,BLQ,119.0,261.0,923.0,3,1,SBrkr,923,0,0,923,2,1,3,5,Typ,1,3.0,Attchd,1980.0,RFn,1.0,264.0,3.0,3.0,Y,0,0,5,2010,WD ,143000,1,2.0,80,30
2151,60,RL,66.0,16226,0,IR3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,281.0,Unf,0.0,747.0,1028.0,5,1,SBrkr,1210,1242,0,2452,4,1,4,9,Typ,1,3.0,BuiltIn,1998.0,Fin,2.0,683.0,3.0,3.0,Y,0,0,5,2007,WD ,267000,1,3.0,258,40
1880,90,RL,,10899,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,0,SBrkr,1224,0,0,1224,2,2,3,8,Typ,0,0.0,CarPort,1964.0,Unf,3.0,530.0,3.0,3.0,Y,0,0,4,2007,WD ,103000,1,2.0,0,20
2907,120,RM,32.0,4500,0,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5.0,4.0,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,5,1,SBrkr,1337,0,0,1337,2,1,3,5,Typ,0,0.0,Attchd,1998.0,Fin,2.0,405.0,3.0,3.0,Y,0,0,3,2006,WD ,153500,1,3.0,199,30
1831,85,RL,,16647,0,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,4,ALQ,1390.0,Unf,0.0,0.0,1390.0,3,1,SBrkr,1701,0,0,1701,3,1,3,6,Min2,2,3.0,Basment,1975.0,Fin,2.0,611.0,3.0,3.0,Y,0,0,1,2007,WD ,171000,1,3.0,0,25
2836,50,RL,62.0,8707,0,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1924,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,1093.0,1093.0,3,0,FuseF,1093,576,0,1669,4,1,3,9,Min2,0,0.0,Attchd,1924.0,Unf,1.0,288.0,2.0,3.0,Y,0,0,5,2006,WD ,107000,1,2.0,56,20
1955,20,RL,66.0,8300,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,3,3,CBlock,3.0,3.0,Mn,Rec,952.0,Unf,0.0,0.0,952.0,4,1,SBrkr,952,0,0,952,3,1,3,5,Typ,0,0.0,Attchd,1968.0,Unf,1.0,288.0,3.0,3.0,Y,0,0,8,2007,WD ,128500,1,2.0,0,36
1926,20,RL,72.0,9770,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,512.0,Unf,0.0,410.0,922.0,3,1,FuseA,922,0,0,922,2,1,3,5,Typ,0,0.0,Attchd,1957.0,Unf,1.0,308.0,3.0,3.0,Y,0,GdWo,4,2007,WD ,116000,1,2.0,34,25
2924,20,RL,80.0,17400,0,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,No,ALQ,936.0,Unf,0.0,190.0,1126.0,2,1,SBrkr,1126,0,0,1126,3,1,3,5,Typ,1,4.0,Attchd,1977.0,RFn,2.0,484.0,3.0,3.0,P,0,0,5,2006,WD ,160000,1,3.0,336,25
1003,120,RL,39.0,5070,0,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,Mn,Unf,0.0,Unf,0.0,1280.0,1280.0,5,1,SBrkr,1280,0,0,1280,2,1,4,5,Typ,0,0.0,Attchd,1992.0,RFn,2.0,506.0,3.0,3.0,Y,0,0,8,2008,WD ,180000,1,2.0,226,40
1667,20,RL,66.0,7920,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,3.0,3.0,No,ALQ,81.0,GLQ,619.0,214.0,914.0,5,1,SBrkr,914,0,0,914,3,1,5,5,Typ,0,0.0,Attchd,1970.0,RFn,1.0,368.0,3.0,4.0,Y,0,0,10,2007,WD ,133000,1,1.0,120,25
